{'loss': 1.177, 'learning_rate': 1.984159670521147e-05, 'epoch': 0.04, 'step': 500}
{'loss': 0.4205, 'learning_rate': 1.0654205607476635e-05, 'epoch': 2.34, 'step': 29500}
{'loss': 0.4538, 'learning_rate': 1.0495802312688104e-05, 'epoch': 2.38, 'step': 30000}
{'loss': 0.4653, 'learning_rate': 1.0337399017899574e-05, 'epoch': 2.42, 'step': 30500}
{'loss': 0.436, 'learning_rate': 1.0178995723111043e-05, 'epoch': 2.46, 'step': 31000}
{'loss': 0.4249, 'learning_rate': 1.0020592428322511e-05, 'epoch': 2.49, 'step': 31500}
{'loss': 0.4441, 'learning_rate': 9.862189133533979e-06, 'epoch': 2.53, 'step': 32000}
{'loss': 0.4544, 'learning_rate': 9.703785838745447e-06, 'epoch': 2.57, 'step': 32500}
{'loss': 0.446, 'learning_rate': 9.545382543956914e-06, 'epoch': 2.61, 'step': 33000}
{'loss': 0.4457, 'learning_rate': 9.386979249168383e-06, 'epoch': 2.65, 'step': 33500}
{'loss': 0.4472, 'learning_rate': 9.228575954379852e-06, 'epoch': 2.69, 'step': 34000}
{'loss': 0.4728, 'learning_rate': 9.07017265959132e-06, 'epoch': 2.73, 'step': 34500}
{'loss': 0.4455, 'learning_rate': 8.911769364802788e-06, 'epoch': 2.77, 'step': 35000}
{'loss': 0.4622, 'learning_rate': 8.753366070014258e-06, 'epoch': 2.81, 'step': 35500}
{'loss': 0.4566, 'learning_rate': 8.594962775225727e-06, 'epoch': 2.85, 'step': 36000}
{'loss': 0.4185, 'learning_rate': 8.436559480437194e-06, 'epoch': 2.89, 'step': 36500}
{'loss': 0.4351, 'learning_rate': 8.278156185648662e-06, 'epoch': 2.93, 'step': 37000}
{'loss': 0.4566, 'learning_rate': 8.119752890860131e-06, 'epoch': 2.97, 'step': 37500}
{'eval_loss': 0.7550320029258728, 'eval_accuracy': 0.7792747549613827, 'eval_precision': 0.7813618395098462, 'eval_recall': 0.7792747549613827, 'eval_f1': 0.7780530572128844, 'eval_kappa': 0.7039084509242337, 'eval_runtime': 151.5948, 'eval_samples_per_second': 190.462, 'eval_steps_per_second': 23.813, 'epoch': 3.0, 'step': 37878}
{'loss': 0.4023, 'learning_rate': 7.9613495960716e-06, 'epoch': 3.01, 'step': 38000}
{'loss': 0.3119, 'learning_rate': 7.802946301283067e-06, 'epoch': 3.05, 'step': 38500}
{'loss': 0.3205, 'learning_rate': 7.644543006494536e-06, 'epoch': 3.09, 'step': 39000}
{'loss': 0.35, 'learning_rate': 7.4861397117060044e-06, 'epoch': 3.13, 'step': 39500}
{'loss': 0.3333, 'learning_rate': 7.327736416917472e-06, 'epoch': 3.17, 'step': 40000}
{'loss': 0.3563, 'learning_rate': 7.169333122128941e-06, 'epoch': 3.21, 'step': 40500}
{'loss': 0.3388, 'learning_rate': 7.010929827340409e-06, 'epoch': 3.25, 'step': 41000}
{'loss': 0.3422, 'learning_rate': 6.852526532551878e-06, 'epoch': 3.29, 'step': 41500}
{'loss': 0.3336, 'learning_rate': 6.6941232377633456e-06, 'epoch': 3.33, 'step': 42000}
{'loss': 0.3433, 'learning_rate': 6.535719942974814e-06, 'epoch': 3.37, 'step': 42500}
{'loss': 0.3574, 'learning_rate': 6.377316648186282e-06, 'epoch': 3.41, 'step': 43000}
{'loss': 0.3105, 'learning_rate': 6.218913353397751e-06, 'epoch': 3.45, 'step': 43500}
{'loss': 0.3545, 'learning_rate': 6.060510058609219e-06, 'epoch': 3.48, 'step': 44000}
{'loss': 0.3469, 'learning_rate': 5.9021067638206875e-06, 'epoch': 3.52, 'step': 44500}
{'loss': 0.35, 'learning_rate': 5.7437034690321554e-06, 'epoch': 3.56, 'step': 45000}
{'loss': 0.3425, 'learning_rate': 5.585300174243625e-06, 'epoch': 3.6, 'step': 45500}
{'loss': 0.3203, 'learning_rate': 5.426896879455094e-06, 'epoch': 3.64, 'step': 46000}
{'loss': 0.3549, 'learning_rate': 5.268493584666562e-06, 'epoch': 3.68, 'step': 46500}
{'loss': 0.3326, 'learning_rate': 5.11009028987803e-06, 'epoch': 3.72, 'step': 47000}
{'loss': 0.3328, 'learning_rate': 4.951686995089498e-06, 'epoch': 3.76, 'step': 47500}
{'loss': 0.3376, 'learning_rate': 4.793283700300967e-06, 'epoch': 3.8, 'step': 48000}
{'loss': 0.3285, 'learning_rate': 4.634880405512435e-06, 'epoch': 3.84, 'step': 48500}
{'loss': 0.361, 'learning_rate': 4.476477110723904e-06, 'epoch': 3.88, 'step': 49000}
{'loss': 0.3487, 'learning_rate': 4.3180738159353715e-06, 'epoch': 3.92, 'step': 49500}
{'loss': 0.3511, 'learning_rate': 4.15967052114684e-06, 'epoch': 3.96, 'step': 50000}
{'loss': 0.3528, 'learning_rate': 4.001267226358309e-06, 'epoch': 4.0, 'step': 50500}
{'eval_loss': 0.9983726739883423, 'eval_accuracy': 0.7778201087521214, 'eval_precision': 0.7770574865770817, 'eval_recall': 0.7778201087521214, 'eval_f1': 0.7760540283760836, 'eval_kappa': 0.7007853270915267, 'eval_runtime': 151.818, 'eval_samples_per_second': 190.182, 'eval_steps_per_second': 23.778, 'epoch': 4.0, 'step': 50504}
{'loss': 0.2294, 'learning_rate': 3.842863931569777e-06, 'epoch': 4.04, 'step': 51000}
{'loss': 0.2707, 'learning_rate': 3.684460636781245e-06, 'epoch': 4.08, 'step': 51500}
{'loss': 0.2506, 'learning_rate': 3.5260573419927135e-06, 'epoch': 4.12, 'step': 52000}
{'loss': 0.2489, 'learning_rate': 3.3676540472041818e-06, 'epoch': 4.16, 'step': 52500}
{'loss': 0.2756, 'learning_rate': 3.209250752415651e-06, 'epoch': 4.2, 'step': 53000}
{'loss': 0.2606, 'learning_rate': 3.0508474576271192e-06, 'epoch': 4.24, 'step': 53500}
{'loss': 0.2769, 'learning_rate': 2.8924441628385875e-06, 'epoch': 4.28, 'step': 54000}
{'loss': 0.2524, 'learning_rate': 2.734040868050056e-06, 'epoch': 4.32, 'step': 54500}
{'loss': 0.2511, 'learning_rate': 2.575637573261524e-06, 'epoch': 4.36, 'step': 55000}
{'loss': 0.2776, 'learning_rate': 2.4172342784729925e-06, 'epoch': 4.4, 'step': 55500}
{'loss': 0.255, 'learning_rate': 2.2588309836844608e-06, 'epoch': 4.44, 'step': 56000}
{'loss': 0.2413, 'learning_rate': 2.100427688895929e-06, 'epoch': 4.47, 'step': 56500}
{'loss': 0.263, 'learning_rate': 1.942024394107398e-06, 'epoch': 4.51, 'step': 57000}
{'loss': 0.2468, 'learning_rate': 1.783621099318866e-06, 'epoch': 4.55, 'step': 57500}
{'loss': 0.266, 'learning_rate': 1.6252178045303344e-06, 'epoch': 4.59, 'step': 58000}
{'loss': 0.2754, 'learning_rate': 1.4668145097418028e-06, 'epoch': 4.63, 'step': 58500}
{'loss': 0.2299, 'learning_rate': 1.308411214953271e-06, 'epoch': 4.67, 'step': 59000}
{'loss': 0.2439, 'learning_rate': 1.1500079201647394e-06, 'epoch': 4.71, 'step': 59500}
{'loss': 0.2688, 'learning_rate': 9.916046253762079e-07, 'epoch': 4.75, 'step': 60000}
{'loss': 0.2777, 'learning_rate': 8.332013305876763e-07, 'epoch': 4.79, 'step': 60500}
{'loss': 0.2223, 'learning_rate': 6.747980357991447e-07, 'epoch': 4.83, 'step': 61000}
{'loss': 0.2408, 'learning_rate': 5.16394741010613e-07, 'epoch': 4.87, 'step': 61500}
{'loss': 0.2171, 'learning_rate': 3.5799144622208145e-07, 'epoch': 4.91, 'step': 62000}
{'loss': 0.2435, 'learning_rate': 1.9958815143354984e-07, 'epoch': 4.95, 'step': 62500}
{'loss': 0.285, 'learning_rate': 4.118485664501822e-08, 'epoch': 4.99, 'step': 63000}
{'eval_loss': 1.1934113502502441, 'eval_accuracy': 0.7729020191874761, 'eval_precision': 0.7718736911323433, 'eval_recall': 0.7729020191874761, 'eval_f1': 0.7717164270587913, 'eval_kappa': 0.6959549684426038, 'eval_runtime': 151.6973, 'eval_samples_per_second': 190.333, 'eval_steps_per_second': 23.797, 'epoch': 5.0, 'step': 63130}
{'train_runtime': 10581.7755, 'train_samples_per_second': 47.726, 'train_steps_per_second': 5.966, 'total_flos': 6.663723435334692e+16, 'train_loss': 0.46904904102535117, 'epoch': 5.0, 'step': 63130}
