{'loss': 1.1681, 'learning_rate': 1.984675503792813e-05, 'epoch': 0.04, 'step': 500}
{'loss': 0.4606, 'learning_rate': 1.2184506934334534e-05, 'epoch': 1.95, 'step': 25500}
{'loss': 0.4646, 'learning_rate': 1.2031261972262662e-05, 'epoch': 1.99, 'step': 26000}
{'eval_loss': 0.42631152272224426, 'eval_accuracy': 0.7954809583407831, 'eval_precision': 0.7913822635636449, 'eval_recall': 0.7954809583407831, 'eval_f1': 0.7848655755644726, 'eval_kappa': 0.6411440368485234, 'eval_runtime': 181.8514, 'eval_samples_per_second': 246.047, 'eval_steps_per_second': 30.756, 'epoch': 2.0, 'step': 26102}
{'loss': 0.4249, 'learning_rate': 1.187801701019079e-05, 'epoch': 2.03, 'step': 26500}
{'loss': 0.3981, 'learning_rate': 1.172477204811892e-05, 'epoch': 2.07, 'step': 27000}
{'loss': 0.3859, 'learning_rate': 1.1571527086047048e-05, 'epoch': 2.11, 'step': 27500}
{'loss': 0.4058, 'learning_rate': 1.1418282123975176e-05, 'epoch': 2.15, 'step': 28000}
{'loss': 0.3851, 'learning_rate': 1.1265037161903303e-05, 'epoch': 2.18, 'step': 28500}
{'loss': 0.3964, 'learning_rate': 1.1111792199831431e-05, 'epoch': 2.22, 'step': 29000}
{'loss': 0.3927, 'learning_rate': 1.095854723775956e-05, 'epoch': 2.26, 'step': 29500}
{'loss': 0.4254, 'learning_rate': 1.0805302275687688e-05, 'epoch': 2.3, 'step': 30000}
{'loss': 0.4125, 'learning_rate': 1.0652057313615815e-05, 'epoch': 2.34, 'step': 30500}
{'loss': 0.4058, 'learning_rate': 1.0498812351543943e-05, 'epoch': 2.38, 'step': 31000}
{'loss': 0.3776, 'learning_rate': 1.034556738947207e-05, 'epoch': 2.41, 'step': 31500}
{'loss': 0.3746, 'learning_rate': 1.01923224274002e-05, 'epoch': 2.45, 'step': 32000}
{'loss': 0.3798, 'learning_rate': 1.0039077465328328e-05, 'epoch': 2.49, 'step': 32500}
{'loss': 0.39, 'learning_rate': 9.885832503256455e-06, 'epoch': 2.53, 'step': 33000}
{'loss': 0.3781, 'learning_rate': 9.732587541184583e-06, 'epoch': 2.57, 'step': 33500}
{'loss': 0.3892, 'learning_rate': 9.579342579112712e-06, 'epoch': 2.61, 'step': 34000}
{'loss': 0.3747, 'learning_rate': 9.42609761704084e-06, 'epoch': 2.64, 'step': 34500}
{'loss': 0.3703, 'learning_rate': 9.27285265496897e-06, 'epoch': 2.68, 'step': 35000}
{'loss': 0.38, 'learning_rate': 9.119607692897097e-06, 'epoch': 2.72, 'step': 35500}
{'loss': 0.3866, 'learning_rate': 8.966362730825225e-06, 'epoch': 2.76, 'step': 36000}
{'loss': 0.3544, 'learning_rate': 8.813117768753352e-06, 'epoch': 2.8, 'step': 36500}
{'loss': 0.3844, 'learning_rate': 8.65987280668148e-06, 'epoch': 2.84, 'step': 37000}
{'loss': 0.3753, 'learning_rate': 8.50662784460961e-06, 'epoch': 2.87, 'step': 37500}
{'loss': 0.3725, 'learning_rate': 8.353382882537737e-06, 'epoch': 2.91, 'step': 38000}
{'loss': 0.3771, 'learning_rate': 8.200137920465865e-06, 'epoch': 2.95, 'step': 38500}
{'loss': 0.3821, 'learning_rate': 8.046892958393994e-06, 'epoch': 2.99, 'step': 39000}
{'eval_loss': 0.41110292077064514, 'eval_accuracy': 0.7998167352047202, 'eval_precision': 0.7971991436498446, 'eval_recall': 0.7998167352047202, 'eval_f1': 0.7958430244896891, 'eval_kappa': 0.6615797594861756, 'eval_runtime': 181.9464, 'eval_samples_per_second': 245.919, 'eval_steps_per_second': 30.74, 'epoch': 3.0, 'step': 39153}
{'loss': 0.3428, 'learning_rate': 7.893647996322122e-06, 'epoch': 3.03, 'step': 39500}
{'loss': 0.3446, 'learning_rate': 7.74040303425025e-06, 'epoch': 3.06, 'step': 40000}
{'loss': 0.312, 'learning_rate': 7.587158072178378e-06, 'epoch': 3.1, 'step': 40500}
{'loss': 0.3293, 'learning_rate': 7.4339131101065055e-06, 'epoch': 3.14, 'step': 41000}
{'loss': 0.3401, 'learning_rate': 7.280668148034634e-06, 'epoch': 3.18, 'step': 41500}
{'loss': 0.3243, 'learning_rate': 7.127423185962762e-06, 'epoch': 3.22, 'step': 42000}
{'loss': 0.3194, 'learning_rate': 6.974178223890891e-06, 'epoch': 3.26, 'step': 42500}
{'loss': 0.3418, 'learning_rate': 6.820933261819019e-06, 'epoch': 3.29, 'step': 43000}
{'loss': 0.3338, 'learning_rate': 6.667688299747146e-06, 'epoch': 3.33, 'step': 43500}
{'loss': 0.3214, 'learning_rate': 6.514443337675275e-06, 'epoch': 3.37, 'step': 44000}
{'loss': 0.3142, 'learning_rate': 6.3611983756034025e-06, 'epoch': 3.41, 'step': 44500}
{'loss': 0.3303, 'learning_rate': 6.207953413531531e-06, 'epoch': 3.45, 'step': 45000}
{'loss': 0.333, 'learning_rate': 6.054708451459659e-06, 'epoch': 3.49, 'step': 45500}
{'loss': 0.3369, 'learning_rate': 5.901463489387786e-06, 'epoch': 3.52, 'step': 46000}
{'loss': 0.3218, 'learning_rate': 5.748218527315916e-06, 'epoch': 3.56, 'step': 46500}
{'loss': 0.323, 'learning_rate': 5.594973565244043e-06, 'epoch': 3.6, 'step': 47000}
{'loss': 0.3109, 'learning_rate': 5.441728603172172e-06, 'epoch': 3.64, 'step': 47500}
{'loss': 0.3218, 'learning_rate': 5.288483641100299e-06, 'epoch': 3.68, 'step': 48000}
{'loss': 0.3165, 'learning_rate': 5.135238679028427e-06, 'epoch': 3.72, 'step': 48500}
{'loss': 0.3201, 'learning_rate': 4.9819937169565556e-06, 'epoch': 3.75, 'step': 49000}
{'loss': 0.3202, 'learning_rate': 4.828748754884683e-06, 'epoch': 3.79, 'step': 49500}
{'loss': 0.3312, 'learning_rate': 4.675503792812812e-06, 'epoch': 3.83, 'step': 50000}
{'loss': 0.3107, 'learning_rate': 4.52225883074094e-06, 'epoch': 3.87, 'step': 50500}
{'loss': 0.315, 'learning_rate': 4.369013868669068e-06, 'epoch': 3.91, 'step': 51000}
{'loss': 0.3189, 'learning_rate': 4.2157689065971955e-06, 'epoch': 3.95, 'step': 51500}
{'loss': 0.3274, 'learning_rate': 4.062523944525324e-06, 'epoch': 3.98, 'step': 52000}
{'eval_loss': 0.3695874810218811, 'eval_accuracy': 0.8132263543715359, 'eval_precision': 0.8090133185592625, 'eval_recall': 0.8132263543715359, 'eval_f1': 0.8087535491545121, 'eval_kappa': 0.6770068026649126, 'eval_runtime': 182.3076, 'eval_samples_per_second': 245.431, 'eval_steps_per_second': 30.679, 'epoch': 4.0, 'step': 52204}
{'loss': 0.2954, 'learning_rate': 3.9092789824534525e-06, 'epoch': 4.02, 'step': 52500}
{'loss': 0.2783, 'learning_rate': 3.7560340203815806e-06, 'epoch': 4.06, 'step': 53000}
{'loss': 0.2858, 'learning_rate': 3.6027890583097087e-06, 'epoch': 4.1, 'step': 53500}
{'loss': 0.2984, 'learning_rate': 3.4495440962378363e-06, 'epoch': 4.14, 'step': 54000}
{'loss': 0.2829, 'learning_rate': 3.2962991341659644e-06, 'epoch': 4.18, 'step': 54500}
{'loss': 0.2952, 'learning_rate': 3.143054172094093e-06, 'epoch': 4.21, 'step': 55000}
{'loss': 0.2862, 'learning_rate': 2.989809210022221e-06, 'epoch': 4.25, 'step': 55500}
{'loss': 0.279, 'learning_rate': 2.836564247950349e-06, 'epoch': 4.29, 'step': 56000}
{'loss': 0.2763, 'learning_rate': 2.6833192858784767e-06, 'epoch': 4.33, 'step': 56500}
{'loss': 0.298, 'learning_rate': 2.530074323806605e-06, 'epoch': 4.37, 'step': 57000}
{'loss': 0.2786, 'learning_rate': 2.3768293617347333e-06, 'epoch': 4.41, 'step': 57500}
{'loss': 0.2974, 'learning_rate': 2.2235843996628613e-06, 'epoch': 4.44, 'step': 58000}
{'loss': 0.2748, 'learning_rate': 2.0703394375909894e-06, 'epoch': 4.48, 'step': 58500}
{'loss': 0.2872, 'learning_rate': 1.9170944755191175e-06, 'epoch': 4.52, 'step': 59000}
{'loss': 0.2795, 'learning_rate': 1.7638495134472456e-06, 'epoch': 4.56, 'step': 59500}
{'loss': 0.2886, 'learning_rate': 1.6106045513753738e-06, 'epoch': 4.6, 'step': 60000}
{'loss': 0.2775, 'learning_rate': 1.4573595893035017e-06, 'epoch': 4.64, 'step': 60500}
{'loss': 0.2949, 'learning_rate': 1.30411462723163e-06, 'epoch': 4.67, 'step': 61000}
{'loss': 0.2872, 'learning_rate': 1.150869665159758e-06, 'epoch': 4.71, 'step': 61500}
{'loss': 0.2973, 'learning_rate': 9.976247030878861e-07, 'epoch': 4.75, 'step': 62000}
{'loss': 0.2807, 'learning_rate': 8.443797410160141e-07, 'epoch': 4.79, 'step': 62500}
{'loss': 0.2791, 'learning_rate': 6.911347789441422e-07, 'epoch': 4.83, 'step': 63000}
{'loss': 0.2718, 'learning_rate': 5.378898168722704e-07, 'epoch': 4.87, 'step': 63500}
{'loss': 0.2734, 'learning_rate': 3.8464485480039845e-07, 'epoch': 4.9, 'step': 64000}
{'loss': 0.2775, 'learning_rate': 2.3139989272852655e-07, 'epoch': 4.94, 'step': 64500}
{'loss': 0.2639, 'learning_rate': 7.815493065665467e-08, 'epoch': 4.98, 'step': 65000}
{'eval_loss': 0.36852920055389404, 'eval_accuracy': 0.8161317718576793, 'eval_precision': 0.8110000649122409, 'eval_recall': 0.8161317718576793, 'eval_f1': 0.8118782388888939, 'eval_kappa': 0.6837127265242917, 'eval_runtime': 182.7317, 'eval_samples_per_second': 244.862, 'eval_steps_per_second': 30.608, 'epoch': 5.0, 'step': 65255}
{'train_runtime': 8805.3697, 'train_samples_per_second': 59.283, 'train_steps_per_second': 7.411, 'total_flos': 3.4290737356539e+16, 'train_loss': 0.4462691976634783, 'epoch': 5.0, 'step': 65255}
