{'loss': 1.373, 'learning_rate': 1.9920798352605737e-05, 'epoch': 0.02, 'step': 500}
{'loss': 0.7109, 'learning_rate': 1.5247901156344053e-05, 'epoch': 1.19, 'step': 30000}
{'loss': 0.7191, 'learning_rate': 1.5168699508949787e-05, 'epoch': 1.21, 'step': 30500}
{'loss': 0.7533, 'learning_rate': 1.5089497861555522e-05, 'epoch': 1.23, 'step': 31000}
{'loss': 0.7096, 'learning_rate': 1.5010296214161256e-05, 'epoch': 1.25, 'step': 31500}
{'loss': 0.7313, 'learning_rate': 1.4931094566766991e-05, 'epoch': 1.27, 'step': 32000}
{'loss': 0.6725, 'learning_rate': 1.4851892919372723e-05, 'epoch': 1.29, 'step': 32500}
{'loss': 0.6953, 'learning_rate': 1.4772691271978458e-05, 'epoch': 1.31, 'step': 33000}
{'loss': 0.754, 'learning_rate': 1.4693489624584191e-05, 'epoch': 1.33, 'step': 33500}
{'loss': 0.6733, 'learning_rate': 1.4614287977189927e-05, 'epoch': 1.35, 'step': 34000}
{'loss': 0.6534, 'learning_rate': 1.453508632979566e-05, 'epoch': 1.37, 'step': 34500}
{'loss': 0.7088, 'learning_rate': 1.4455884682401395e-05, 'epoch': 1.39, 'step': 35000}
{'loss': 0.7346, 'learning_rate': 1.4376683035007129e-05, 'epoch': 1.41, 'step': 35500}
{'loss': 0.7012, 'learning_rate': 1.4297481387612864e-05, 'epoch': 1.43, 'step': 36000}
{'loss': 0.6981, 'learning_rate': 1.4218279740218596e-05, 'epoch': 1.45, 'step': 36500}
{'loss': 0.7063, 'learning_rate': 1.4139078092824333e-05, 'epoch': 1.47, 'step': 37000}
{'loss': 0.6778, 'learning_rate': 1.4059876445430065e-05, 'epoch': 1.49, 'step': 37500}
{'loss': 0.7017, 'learning_rate': 1.39806747980358e-05, 'epoch': 1.5, 'step': 38000}
{'loss': 0.7335, 'learning_rate': 1.3901473150641533e-05, 'epoch': 1.52, 'step': 38500}
{'loss': 0.7052, 'learning_rate': 1.3822271503247269e-05, 'epoch': 1.54, 'step': 39000}
{'loss': 0.7423, 'learning_rate': 1.3743069855853002e-05, 'epoch': 1.56, 'step': 39500}
{'loss': 0.6905, 'learning_rate': 1.3663868208458737e-05, 'epoch': 1.58, 'step': 40000}
{'loss': 0.7248, 'learning_rate': 1.3584666561064473e-05, 'epoch': 1.6, 'step': 40500}
{'loss': 0.6876, 'learning_rate': 1.3505464913670206e-05, 'epoch': 1.62, 'step': 41000}
{'loss': 0.7069, 'learning_rate': 1.3426263266275941e-05, 'epoch': 1.64, 'step': 41500}
{'loss': 0.6503, 'learning_rate': 1.3347061618881673e-05, 'epoch': 1.66, 'step': 42000}
{'loss': 0.6273, 'learning_rate': 1.3267859971487408e-05, 'epoch': 1.68, 'step': 42500}
{'loss': 0.7023, 'learning_rate': 1.3188658324093142e-05, 'epoch': 1.7, 'step': 43000}
{'loss': 0.7253, 'learning_rate': 1.3109456676698877e-05, 'epoch': 1.72, 'step': 43500}
{'loss': 0.6988, 'learning_rate': 1.303025502930461e-05, 'epoch': 1.74, 'step': 44000}
{'loss': 0.7314, 'learning_rate': 1.2951053381910346e-05, 'epoch': 1.76, 'step': 44500}
{'loss': 0.685, 'learning_rate': 1.287185173451608e-05, 'epoch': 1.78, 'step': 45000}
{'loss': 0.7303, 'learning_rate': 1.2792650087121815e-05, 'epoch': 1.8, 'step': 45500}
{'loss': 0.7182, 'learning_rate': 1.2713448439727546e-05, 'epoch': 1.82, 'step': 46000}
{'loss': 0.6761, 'learning_rate': 1.2634246792333282e-05, 'epoch': 1.84, 'step': 46500}
{'loss': 0.6651, 'learning_rate': 1.2555045144939015e-05, 'epoch': 1.86, 'step': 47000}
{'loss': 0.7198, 'learning_rate': 1.247584349754475e-05, 'epoch': 1.88, 'step': 47500}
{'loss': 0.7299, 'learning_rate': 1.2396641850150484e-05, 'epoch': 1.9, 'step': 48000}
{'loss': 0.6893, 'learning_rate': 1.2317440202756219e-05, 'epoch': 1.92, 'step': 48500}
{'loss': 0.72, 'learning_rate': 1.2238238555361953e-05, 'epoch': 1.94, 'step': 49000}
{'loss': 0.7109, 'learning_rate': 1.2159036907967688e-05, 'epoch': 1.96, 'step': 49500}
{'loss': 0.6839, 'learning_rate': 1.207983526057342e-05, 'epoch': 1.98, 'step': 50000}
{'loss': 0.6677, 'learning_rate': 1.2000633613179155e-05, 'epoch': 2.0, 'step': 50500}
{'eval_loss': 0.9457859992980957, 'eval_accuracy': 0.7859245662037198, 'eval_precision': 0.7946285341203663, 'eval_recall': 0.7859245662037198, 'eval_f1': 0.7857539798973044, 'eval_kappa': 0.7151228703093977, 'eval_runtime': 304.8493, 'eval_samples_per_second': 94.712, 'eval_steps_per_second': 23.681, 'epoch': 2.0, 'step': 50504}
{'loss': 0.5542, 'learning_rate': 1.1921431965784888e-05, 'epoch': 2.02, 'step': 51000}
{'loss': 0.6068, 'learning_rate': 1.1842230318390624e-05, 'epoch': 2.04, 'step': 51500}
{'loss': 0.5519, 'learning_rate': 1.1763028670996357e-05, 'epoch': 2.06, 'step': 52000}
{'loss': 0.6031, 'learning_rate': 1.1683827023602092e-05, 'epoch': 2.08, 'step': 52500}
{'loss': 0.651, 'learning_rate': 1.1604625376207826e-05, 'epoch': 2.1, 'step': 53000}
{'loss': 0.6252, 'learning_rate': 1.1525423728813561e-05, 'epoch': 2.12, 'step': 53500}
{'loss': 0.6359, 'learning_rate': 1.1446222081419293e-05, 'epoch': 2.14, 'step': 54000}
{'loss': 0.5726, 'learning_rate': 1.136702043402503e-05, 'epoch': 2.16, 'step': 54500}
{'loss': 0.6124, 'learning_rate': 1.1287818786630762e-05, 'epoch': 2.18, 'step': 55000}
{'loss': 0.6338, 'learning_rate': 1.1208617139236497e-05, 'epoch': 2.2, 'step': 55500}
{'loss': 0.62, 'learning_rate': 1.112941549184223e-05, 'epoch': 2.22, 'step': 56000}
{'loss': 0.6343, 'learning_rate': 1.1050213844447966e-05, 'epoch': 2.24, 'step': 56500}
{'loss': 0.5943, 'learning_rate': 1.0971012197053699e-05, 'epoch': 2.26, 'step': 57000}
{'loss': 0.5855, 'learning_rate': 1.0891810549659434e-05, 'epoch': 2.28, 'step': 57500}
{'loss': 0.6191, 'learning_rate': 1.0812608902265168e-05, 'epoch': 2.3, 'step': 58000}
{'loss': 0.6191, 'learning_rate': 1.0733407254870903e-05, 'epoch': 2.32, 'step': 58500}
{'loss': 0.6167, 'learning_rate': 1.0654205607476635e-05, 'epoch': 2.34, 'step': 59000}
{'loss': 0.6898, 'learning_rate': 1.057500396008237e-05, 'epoch': 2.36, 'step': 59500}
{'loss': 0.6082, 'learning_rate': 1.0495802312688104e-05, 'epoch': 2.38, 'step': 60000}
{'loss': 0.7008, 'learning_rate': 1.0416600665293839e-05, 'epoch': 2.4, 'step': 60500}
{'loss': 0.6161, 'learning_rate': 1.0337399017899574e-05, 'epoch': 2.42, 'step': 61000}
{'loss': 0.6127, 'learning_rate': 1.0258197370505308e-05, 'epoch': 2.44, 'step': 61500}
{'loss': 0.6428, 'learning_rate': 1.0178995723111043e-05, 'epoch': 2.46, 'step': 62000}
{'loss': 0.6105, 'learning_rate': 1.0099794075716776e-05, 'epoch': 2.48, 'step': 62500}
{'loss': 0.6203, 'learning_rate': 1.0020592428322511e-05, 'epoch': 2.49, 'step': 63000}
{'loss': 0.637, 'learning_rate': 9.941390780928243e-06, 'epoch': 2.51, 'step': 63500}
{'loss': 0.598, 'learning_rate': 9.862189133533979e-06, 'epoch': 2.53, 'step': 64000}
{'loss': 0.629, 'learning_rate': 9.782987486139712e-06, 'epoch': 2.55, 'step': 64500}
{'loss': 0.677, 'learning_rate': 9.703785838745447e-06, 'epoch': 2.57, 'step': 65000}
{'loss': 0.6099, 'learning_rate': 9.62458419135118e-06, 'epoch': 2.59, 'step': 65500}
{'loss': 0.6014, 'learning_rate': 9.545382543956914e-06, 'epoch': 2.61, 'step': 66000}
{'loss': 0.6183, 'learning_rate': 9.46618089656265e-06, 'epoch': 2.63, 'step': 66500}
{'loss': 0.6834, 'learning_rate': 9.386979249168383e-06, 'epoch': 2.65, 'step': 67000}
{'loss': 0.6124, 'learning_rate': 9.307777601774117e-06, 'epoch': 2.67, 'step': 67500}
{'loss': 0.6149, 'learning_rate': 9.228575954379852e-06, 'epoch': 2.69, 'step': 68000}
{'loss': 0.6142, 'learning_rate': 9.149374306985585e-06, 'epoch': 2.71, 'step': 68500}
{'loss': 0.6691, 'learning_rate': 9.07017265959132e-06, 'epoch': 2.73, 'step': 69000}
{'loss': 0.6503, 'learning_rate': 8.990971012197054e-06, 'epoch': 2.75, 'step': 69500}
{'loss': 0.6387, 'learning_rate': 8.911769364802788e-06, 'epoch': 2.77, 'step': 70000}
{'loss': 0.675, 'learning_rate': 8.832567717408523e-06, 'epoch': 2.79, 'step': 70500}
{'loss': 0.6425, 'learning_rate': 8.753366070014258e-06, 'epoch': 2.81, 'step': 71000}
{'loss': 0.6247, 'learning_rate': 8.674164422619991e-06, 'epoch': 2.83, 'step': 71500}
{'loss': 0.6474, 'learning_rate': 8.594962775225727e-06, 'epoch': 2.85, 'step': 72000}
{'loss': 0.6147, 'learning_rate': 8.51576112783146e-06, 'epoch': 2.87, 'step': 72500}
{'loss': 0.5771, 'learning_rate': 8.436559480437194e-06, 'epoch': 2.89, 'step': 73000}
{'loss': 0.579, 'learning_rate': 8.357357833042929e-06, 'epoch': 2.91, 'step': 73500}
{'loss': 0.6231, 'learning_rate': 8.278156185648662e-06, 'epoch': 2.93, 'step': 74000}
{'loss': 0.6344, 'learning_rate': 8.198954538254396e-06, 'epoch': 2.95, 'step': 74500}
{'loss': 0.6147, 'learning_rate': 8.119752890860131e-06, 'epoch': 2.97, 'step': 75000}
{'loss': 0.5588, 'learning_rate': 8.040551243465865e-06, 'epoch': 2.99, 'step': 75500}
{'eval_loss': 0.8869949579238892, 'eval_accuracy': 0.7989124787864095, 'eval_precision': 0.8001733957629872, 'eval_recall': 0.7989124787864095, 'eval_f1': 0.7976950663821794, 'eval_kappa': 0.7295862822170455, 'eval_runtime': 304.1953, 'eval_samples_per_second': 94.916, 'eval_steps_per_second': 23.731, 'epoch': 3.0, 'step': 75756}
{'loss': 0.5627, 'learning_rate': 7.9613495960716e-06, 'epoch': 3.01, 'step': 76000}
{'loss': 0.4525, 'learning_rate': 7.882147948677333e-06, 'epoch': 3.03, 'step': 76500}
{'loss': 0.5478, 'learning_rate': 7.802946301283067e-06, 'epoch': 3.05, 'step': 77000}
{'loss': 0.4958, 'learning_rate': 7.723744653888802e-06, 'epoch': 3.07, 'step': 77500}
{'loss': 0.5043, 'learning_rate': 7.644543006494536e-06, 'epoch': 3.09, 'step': 78000}
{'loss': 0.5391, 'learning_rate': 7.56534135910027e-06, 'epoch': 3.11, 'step': 78500}
{'loss': 0.5443, 'learning_rate': 7.4861397117060044e-06, 'epoch': 3.13, 'step': 79000}
{'loss': 0.5643, 'learning_rate': 7.406938064311738e-06, 'epoch': 3.15, 'step': 79500}
{'loss': 0.4666, 'learning_rate': 7.327736416917472e-06, 'epoch': 3.17, 'step': 80000}
{'loss': 0.5908, 'learning_rate': 7.248534769523207e-06, 'epoch': 3.19, 'step': 80500}
{'loss': 0.5649, 'learning_rate': 7.169333122128941e-06, 'epoch': 3.21, 'step': 81000}
{'loss': 0.4966, 'learning_rate': 7.090131474734675e-06, 'epoch': 3.23, 'step': 81500}
{'loss': 0.529, 'learning_rate': 7.010929827340409e-06, 'epoch': 3.25, 'step': 82000}
{'loss': 0.5392, 'learning_rate': 6.931728179946143e-06, 'epoch': 3.27, 'step': 82500}
{'loss': 0.4893, 'learning_rate': 6.852526532551878e-06, 'epoch': 3.29, 'step': 83000}
{'loss': 0.5159, 'learning_rate': 6.773324885157612e-06, 'epoch': 3.31, 'step': 83500}
{'loss': 0.554, 'learning_rate': 6.6941232377633456e-06, 'epoch': 3.33, 'step': 84000}
{'loss': 0.5155, 'learning_rate': 6.61492159036908e-06, 'epoch': 3.35, 'step': 84500}
{'loss': 0.5331, 'learning_rate': 6.535719942974814e-06, 'epoch': 3.37, 'step': 85000}
{'loss': 0.5059, 'learning_rate': 6.456518295580549e-06, 'epoch': 3.39, 'step': 85500}
{'loss': 0.5402, 'learning_rate': 6.377316648186282e-06, 'epoch': 3.41, 'step': 86000}
{'loss': 0.5377, 'learning_rate': 6.2981150007920166e-06, 'epoch': 3.43, 'step': 86500}
{'loss': 0.4907, 'learning_rate': 6.218913353397751e-06, 'epoch': 3.45, 'step': 87000}
{'loss': 0.5241, 'learning_rate': 6.139711706003485e-06, 'epoch': 3.47, 'step': 87500}
{'loss': 0.544, 'learning_rate': 6.060510058609219e-06, 'epoch': 3.48, 'step': 88000}
{'loss': 0.5459, 'learning_rate': 5.981308411214953e-06, 'epoch': 3.5, 'step': 88500}
{'loss': 0.499, 'learning_rate': 5.9021067638206875e-06, 'epoch': 3.52, 'step': 89000}
{'loss': 0.5139, 'learning_rate': 5.822905116426422e-06, 'epoch': 3.54, 'step': 89500}
{'loss': 0.5431, 'learning_rate': 5.7437034690321554e-06, 'epoch': 3.56, 'step': 90000}
{'loss': 0.5211, 'learning_rate': 5.6645018216378915e-06, 'epoch': 3.58, 'step': 90500}
{'loss': 0.5226, 'learning_rate': 5.585300174243625e-06, 'epoch': 3.6, 'step': 91000}
{'loss': 0.4839, 'learning_rate': 5.506098526849359e-06, 'epoch': 3.62, 'step': 91500}
{'loss': 0.5023, 'learning_rate': 5.426896879455094e-06, 'epoch': 3.64, 'step': 92000}
{'loss': 0.4922, 'learning_rate': 5.347695232060828e-06, 'epoch': 3.66, 'step': 92500}
{'loss': 0.5457, 'learning_rate': 5.268493584666562e-06, 'epoch': 3.68, 'step': 93000}
{'loss': 0.5158, 'learning_rate': 5.189291937272296e-06, 'epoch': 3.7, 'step': 93500}
{'loss': 0.5165, 'learning_rate': 5.11009028987803e-06, 'epoch': 3.72, 'step': 94000}
{'loss': 0.5479, 'learning_rate': 5.030888642483765e-06, 'epoch': 3.74, 'step': 94500}
{'loss': 0.5528, 'learning_rate': 4.951686995089498e-06, 'epoch': 3.76, 'step': 95000}
{'loss': 0.4937, 'learning_rate': 4.872485347695233e-06, 'epoch': 3.78, 'step': 95500}
{'loss': 0.5223, 'learning_rate': 4.793283700300967e-06, 'epoch': 3.8, 'step': 96000}
{'loss': 0.502, 'learning_rate': 4.714082052906701e-06, 'epoch': 3.82, 'step': 96500}
{'loss': 0.54, 'learning_rate': 4.634880405512435e-06, 'epoch': 3.84, 'step': 97000}
{'loss': 0.5128, 'learning_rate': 4.555678758118169e-06, 'epoch': 3.86, 'step': 97500}
{'loss': 0.5722, 'learning_rate': 4.476477110723904e-06, 'epoch': 3.88, 'step': 98000}
{'loss': 0.4985, 'learning_rate': 4.397275463329638e-06, 'epoch': 3.9, 'step': 98500}
{'loss': 0.5656, 'learning_rate': 4.3180738159353715e-06, 'epoch': 3.92, 'step': 99000}
{'loss': 0.5548, 'learning_rate': 4.238872168541106e-06, 'epoch': 3.94, 'step': 99500}
{'loss': 0.511, 'learning_rate': 4.15967052114684e-06, 'epoch': 3.96, 'step': 100000}
{'loss': 0.5276, 'learning_rate': 4.080468873752575e-06, 'epoch': 3.98, 'step': 100500}
{'loss': 0.5052, 'learning_rate': 4.001267226358309e-06, 'epoch': 4.0, 'step': 101000}
{'eval_loss': 1.071187138557434, 'eval_accuracy': 0.7976310047449174, 'eval_precision': 0.7984523447431259, 'eval_recall': 0.7976310047449174, 'eval_f1': 0.796625521332924, 'eval_kappa': 0.728750455242132, 'eval_runtime': 305.603, 'eval_samples_per_second': 94.479, 'eval_steps_per_second': 23.622, 'epoch': 4.0, 'step': 101008}
{'loss': 0.3748, 'learning_rate': 3.9220655789640425e-06, 'epoch': 4.02, 'step': 101500}
{'loss': 0.385, 'learning_rate': 3.842863931569777e-06, 'epoch': 4.04, 'step': 102000}
{'loss': 0.4337, 'learning_rate': 3.763662284175511e-06, 'epoch': 4.06, 'step': 102500}
{'loss': 0.4386, 'learning_rate': 3.684460636781245e-06, 'epoch': 4.08, 'step': 103000}
{'loss': 0.4001, 'learning_rate': 3.6052589893869795e-06, 'epoch': 4.1, 'step': 103500}
{'loss': 0.4776, 'learning_rate': 3.5260573419927135e-06, 'epoch': 4.12, 'step': 104000}
{'loss': 0.4029, 'learning_rate': 3.446855694598448e-06, 'epoch': 4.14, 'step': 104500}
{'loss': 0.387, 'learning_rate': 3.3676540472041818e-06, 'epoch': 4.16, 'step': 105000}
{'loss': 0.4484, 'learning_rate': 3.288452399809916e-06, 'epoch': 4.18, 'step': 105500}
{'loss': 0.4202, 'learning_rate': 3.209250752415651e-06, 'epoch': 4.2, 'step': 106000}
{'loss': 0.3919, 'learning_rate': 3.130049105021385e-06, 'epoch': 4.22, 'step': 106500}
{'loss': 0.4317, 'learning_rate': 3.0508474576271192e-06, 'epoch': 4.24, 'step': 107000}
{'loss': 0.4282, 'learning_rate': 2.971645810232853e-06, 'epoch': 4.26, 'step': 107500}
{'loss': 0.4179, 'learning_rate': 2.8924441628385875e-06, 'epoch': 4.28, 'step': 108000}
{'loss': 0.3879, 'learning_rate': 2.8132425154443215e-06, 'epoch': 4.3, 'step': 108500}
{'loss': 0.4422, 'learning_rate': 2.734040868050056e-06, 'epoch': 4.32, 'step': 109000}
{'loss': 0.3922, 'learning_rate': 2.65483922065579e-06, 'epoch': 4.34, 'step': 109500}
{'loss': 0.4336, 'learning_rate': 2.575637573261524e-06, 'epoch': 4.36, 'step': 110000}
{'loss': 0.4362, 'learning_rate': 2.496435925867258e-06, 'epoch': 4.38, 'step': 110500}
{'loss': 0.4818, 'learning_rate': 2.4172342784729925e-06, 'epoch': 4.4, 'step': 111000}
{'loss': 0.4177, 'learning_rate': 2.3380326310787264e-06, 'epoch': 4.42, 'step': 111500}
{'loss': 0.4317, 'learning_rate': 2.2588309836844608e-06, 'epoch': 4.44, 'step': 112000}
{'loss': 0.3779, 'learning_rate': 2.1796293362901947e-06, 'epoch': 4.46, 'step': 112500}
{'loss': 0.3834, 'learning_rate': 2.100427688895929e-06, 'epoch': 4.47, 'step': 113000}
{'loss': 0.4351, 'learning_rate': 2.0212260415016635e-06, 'epoch': 4.49, 'step': 113500}
{'loss': 0.3795, 'learning_rate': 1.942024394107398e-06, 'epoch': 4.51, 'step': 114000}
{'loss': 0.3631, 'learning_rate': 1.8628227467131318e-06, 'epoch': 4.53, 'step': 114500}
{'loss': 0.442, 'learning_rate': 1.783621099318866e-06, 'epoch': 4.55, 'step': 115000}
{'loss': 0.4213, 'learning_rate': 1.7044194519246e-06, 'epoch': 4.57, 'step': 115500}
{'loss': 0.4286, 'learning_rate': 1.6252178045303344e-06, 'epoch': 4.59, 'step': 116000}
{'loss': 0.4128, 'learning_rate': 1.5460161571360686e-06, 'epoch': 4.61, 'step': 116500}
{'loss': 0.442, 'learning_rate': 1.4668145097418028e-06, 'epoch': 4.63, 'step': 117000}
{'loss': 0.3425, 'learning_rate': 1.387612862347537e-06, 'epoch': 4.65, 'step': 117500}
{'loss': 0.3858, 'learning_rate': 1.308411214953271e-06, 'epoch': 4.67, 'step': 118000}
{'loss': 0.3674, 'learning_rate': 1.2292095675590052e-06, 'epoch': 4.69, 'step': 118500}
{'loss': 0.459, 'learning_rate': 1.1500079201647394e-06, 'epoch': 4.71, 'step': 119000}
{'loss': 0.4692, 'learning_rate': 1.0708062727704737e-06, 'epoch': 4.73, 'step': 119500}
{'loss': 0.4439, 'learning_rate': 9.916046253762079e-07, 'epoch': 4.75, 'step': 120000}
{'loss': 0.4194, 'learning_rate': 9.124029779819422e-07, 'epoch': 4.77, 'step': 120500}
{'loss': 0.4301, 'learning_rate': 8.332013305876763e-07, 'epoch': 4.79, 'step': 121000}
{'loss': 0.4504, 'learning_rate': 7.539996831934105e-07, 'epoch': 4.81, 'step': 121500}
{'loss': 0.383, 'learning_rate': 6.747980357991447e-07, 'epoch': 4.83, 'step': 122000}
{'loss': 0.4006, 'learning_rate': 5.955963884048789e-07, 'epoch': 4.85, 'step': 122500}
{'loss': 0.3514, 'learning_rate': 5.16394741010613e-07, 'epoch': 4.87, 'step': 123000}
{'loss': 0.3905, 'learning_rate': 4.3719309361634724e-07, 'epoch': 4.89, 'step': 123500}
{'loss': 0.3828, 'learning_rate': 3.5799144622208145e-07, 'epoch': 4.91, 'step': 124000}
{'loss': 0.4033, 'learning_rate': 2.7878979882781565e-07, 'epoch': 4.93, 'step': 124500}
{'loss': 0.3887, 'learning_rate': 1.9958815143354984e-07, 'epoch': 4.95, 'step': 125000}
{'loss': 0.4276, 'learning_rate': 1.2038650403928404e-07, 'epoch': 4.97, 'step': 125500}
{'loss': 0.4762, 'learning_rate': 4.118485664501822e-08, 'epoch': 4.99, 'step': 126000}
{'eval_loss': 1.2132761478424072, 'eval_accuracy': 0.7937173137533335, 'eval_precision': 0.7942091210757469, 'eval_recall': 0.7937173137533335, 'eval_f1': 0.7934186187260127, 'eval_kappa': 0.72505339506142, 'eval_runtime': 304.9092, 'eval_samples_per_second': 94.694, 'eval_steps_per_second': 23.676, 'epoch': 5.0, 'step': 126260}
{'train_runtime': 23161.3389, 'train_samples_per_second': 21.805, 'train_steps_per_second': 5.451, 'total_flos': 1.3002626173214822e+17, 'train_loss': 0.6185636013108955, 'epoch': 5.0, 'step': 126260}
